fecha,ventas,region,pib,desempleo,confianza_consumidor,inflacion,categoria_producto,canal_venta
2020-04-02,1352.3698868276858,Norte,100.84235230404687,8.611509326667003,124.90804508559003,3.364982650058015,Hogar,Marketplace
2020-04-03,1503.5686591680799,Norte,100.89802813812376,8.621877401197386,118.83890403454414,3.377306097053607,Hogar,Tienda Física
2020-04-04,1383.8650695861695,Norte,100.85041574751108,8.611784786012072,113.04168827949538,3.379770904389568,Ropa,Online
2020-04-05,1365.5722572466934,Norte,100.87621281105159,8.613168679603206,116.75606597238492,3.3848784630500233,Deportes,Tienda Física
2020-04-06,1310.8478916817455,Norte,100.91366573708173,8.633460825960311,123.77167333268986,3.3948070358590274,Alimentos,Distribuidor
2020-04-07,1201.489237442893,Norte,100.88470372083215,8.626188069642492,108.5736055841801,3.399801598083867,Hogar,Online
2020-04-08,1456.9669137978515,Norte,100.90020539348806,8.623235598732027,108.99744947664013,3.4127839549231895,Libros,Distribuidor
2020-04-09,1500.7586310659417,Norte,100.90300688115232,8.640326160211792,126.87627594273188,3.42371723007463,Deportes,Distribuidor
2020-04-10,1519.0014508063737,Norte,100.90369058690655,8.66506491958984,120.66965968543805,3.436489627549936,Alimentos,Tienda Física
2020-04-11,1523.7820351108905,Norte,100.90565589705383,8.674540915079808,117.8920229582662,3.4452378165807405,Deportes,Marketplace
2020-04-12,1340.980976993756,Norte,100.91817283884818,8.700547569320173,117.72733178439476,3.451477314982792,Alimentos,Distribuidor
2020-04-13,1375.9454872204976,Norte,100.9499518550396,8.695057065650508,116.06002693892106,3.4631252332657256,Electrónica,Tienda Física
2020-04-14,1380.5277937522374,Norte,101.00121002992935,8.721638277872673,123.10144936572976,3.466655901458354,Alimentos,Distribuidor
2020-04-15,1513.905894620487,Norte,101.05809268340444,8.710864841291937,120.074145521603,3.476176970380509,Deportes,Marketplace
2020-04-16,1406.2435338918276,Norte,101.11055078608348,8.699028550214802,119.62373731492507,,Deportes,Marketplace
2020-04-17,1374.7219291961878,Norte,101.18153280962306,8.737312860965769,112.08745114264013,3.4996324986940905,Hogar,Marketplace
2020-04-18,1329.4695287824434,Norte,101.16869948672066,8.73882110382218,116.8284175846883,3.505421785122696,Ropa,Distribuidor
2020-04-19,1223.2594836366607,Norte,101.23685882170923,8.740843723057502,112.68418056382957,3.504922234235372,Libros,Marketplace
2020-04-20,1183.135584079433,Norte,101.26658876400582,8.765048201591533,127.91072407625043,3.5194639914295887,Alimentos,Tienda Física
2020-04-21,1299.7835042731997,Norte,101.28208203446809,8.759746437652886,125.84133539451497,3.523954225191657,Alimentos,Tienda Física
2020-04-22,1184.5621409832638,Norte,101.26645053119181,8.78150459219578,116.97031088497612,3.5294246173140205,Electrónica,Marketplace
2020-04-23,1345.6755068551206,Norte,101.28434704521801,8.803463403160327,119.03297909244473,3.5382535238601225,Alimentos,Distribuidor
2020-04-24,1308.6591404298642,Norte,101.29533660528529,8.797892949627721,122.5687387410171,3.540884729339171,Hogar,Marketplace
2020-04-25,1337.3235516711484,Norte,101.30459506776755,8.826238038152635,122.16623757379503,3.5490264479004288,Deportes,Tienda Física
2020-04-26,1166.2113210095567,Norte,101.29939607642247,8.87307409242058,116.46636309149672,3.562171012588761,Libros,Distribuidor
2020-04-27,1170.8741001030246,Norte,101.36090748508641,8.891533663022635,119.98036558333101,3.570934472312619,Alimentos,Online
2020-04-28,1347.543076624771,Norte,101.37924678276514,8.862850628113826,114.15273018140606,3.579425966302119,Libros,Distribuidor
2020-04-29,1449.6273835839154,Norte,101.48553225074816,8.879557983410763,117.93784548964146,3.5873212916217403,Alimentos,Distribuidor
2020-04-30,1275.518717152299,Norte,101.50614912794867,8.867283623718093,116.53875565830967,3.60019716748373,Libros,Tienda Física
2020-05-01,1486.2342237404623,Norte,101.47608162249684,8.89612513650449,124.19546923400078,3.6143801203903383,Deportes,Tienda Física
2020-05-02,1353.9578390773388,Norte,101.46174469505515,8.928117665594739,117.86080803759364,3.6282867686336733,Electrónica,Tienda Física
2020-05-03,1338.8207940682173,Norte,101.44477178275746,8.960878512077986,121.29807134481067,3.6359999342725837,Libros,Online
2020-05-04,1317.2507933352974,Norte,101.46138266973551,8.944511554280279,114.68175712266657,3.64652211039758,Electrónica,Tienda Física
2020-05-05,1281.7483566574067,Norte,101.47378523636426,,116.16755322657714,3.6542652135463496,Deportes,Distribuidor
2020-05-06,1302.0060494191835,Norte,101.50041683461954,8.933283105610997,113.61936874395758,3.6615494408505356,Alimentos,Distribuidor
2020-05-07,1517.8915377371109,Norte,101.50997455452875,8.95988683285279,116.86507525055552,3.672258375514344,Electrónica,Online
2020-05-08,1504.358930963617,Norte,101.4923661821537,8.959862535736793,116.38360636966004,3.678518521647364,Hogar,Tienda Física
2020-05-09,1454.0127265009269,Norte,101.50076497234083,8.920458519727465,110.51952553318075,3.6803212250105877,Alimentos,Tienda Física
2020-05-10,1323.9730816923761,Norte,101.52247098891165,8.939844299502292,122.75921899522652,3.6961754419704738,Hogar,Distribuidor
2020-05-11,1329.2058774023494,Norte,101.51253396333492,8.926399332810522,118.30425747742963,3.7006925776278745,Electrónica,Distribuidor
2020-05-12,1324.303016464578,Norte,101.54688541270579,8.90962824795607,115.75020215430175,3.7082861961135993,Hogar,Marketplace
2020-05-13,1228.6018219156824,Norte,101.59494924802736,8.898058018781045,107.68294619471783,3.7190514695209136,Alimentos,Distribuidor
2020-05-14,1426.0380198474375,Norte,101.62141944245133,8.848317681058754,119.75629781464096,3.7262425742095737,Libros,Marketplace
2020-05-15,1187.8052090798728,Norte,101.61084176119526,8.857207050599332,116.17987326418303,3.729774787922413,Deportes,Distribuidor
2020-05-16,1491.011059094407,Norte,101.69771081547434,8.871717383184293,107.16096134066113,3.743684003818093,Hogar,Online
2020-05-17,1320.498999478451,Norte,101.68839564317061,8.867713968251396,111.72399275896845,3.7482241632854527,Hogar,Tienda Física
2020-05-18,1101.2865382445034,Norte,101.70691007984074,8.835393909205807,107.55964612805782,3.753669332627857,Libros,Online
2020-05-19,1156.1732523057344,Norte,101.72889767835576,8.843036669099424,109.97430427936203,3.7537425584043604,Electrónica,Tienda Física
2020-05-20,1248.8794434860388,Norte,101.77601146406457,8.867384648589479,113.48645673470851,3.766635943738506,Electrónica,Marketplace
2020-05-21,1226.0104784957873,Norte,101.72812968209213,8.907861469352465,109.92660908686709,3.7711740504593814,Libros,Marketplace
2020-05-22,1309.4380570878136,Norte,101.7395508140161,8.897350157581435,111.81739950929821,3.7759857124103315,Hogar,Online
2020-05-23,1341.5663108667536,Norte,101.77609024004322,8.905725424114005,111.76377062312017,3.7763479533853843,Deportes,Marketplace
2020-05-24,1553.6414726930327,Norte,101.77265112996577,8.90005488941131,,3.7818553303185656,Ropa,Marketplace
2020-05-25,1717.067503812581,Norte,101.79527548467003,8.913638493997297,111.7308082695741,3.7850117517071244,Libros,Online
2020-05-26,1385.9159720497955,Norte,101.87323372443585,8.865260453756921,114.47787387977739,3.798275180245125,Electrónica,Distribuidor
2020-05-27,1764.4441167735304,Norte,101.89674019961818,8.814010841622522,121.02533036853909,3.81007456656023,Ropa,Tienda Física
2020-05-28,1654.581021205138,Norte,101.92465442490872,8.838828787847639,105.83884769557865,3.825289328558826,Hogar,Online
2020-05-29,1618.2551550573166,Norte,101.99038557428092,8.845898298782197,104.18203036805377,3.826522615254084,Deportes,Online
2020-05-30,1388.579867236524,Norte,102.0590858556693,8.883237910361096,106.9878584601119,3.8404356689628876,Deportes,Tienda Física
2020-05-31,1202.071432673676,Norte,102.07367009660616,8.859317701902508,111.99875453002898,3.8505313229217286,Hogar,Tienda Física
2020-06-01,1254.4547103313025,Norte,102.11794559548449,8.872671498383385,118.94535781512808,3.8645715040905038,Electrónica,Tienda Física
2020-06-02,1318.8519476685751,Norte,102.15670443029674,8.88696242697227,112.29265132450244,3.8695807830051687,Electrónica,Distribuidor
2020-06-03,1381.7246421205873,Norte,102.15506597295384,8.92143890563224,114.41434012372208,3.8702557427175224,Deportes,Distribuidor
2020-06-04,1346.642958482507,Norte,102.1808036290475,8.965386715297617,106.84908517033305,3.875722378514245,Deportes,Tienda Física
2020-06-05,1442.6278575229128,Norte,102.22849501335344,8.948380613986343,101.46360290623214,3.8873480102317317,Electrónica,Online
2020-06-06,1281.123540370306,Norte,102.24748997801375,8.958232385959182,102.50985324011371,3.905527816529288,Deportes,Distribuidor
2020-06-07,1488.1256017680575,Norte,102.24446498809753,8.970070575106403,104.8810092034078,3.9156440554172653,Alimentos,Marketplace
2020-06-08,1386.0893678753027,Norte,102.27850233648361,8.979248898598033,109.51284179505762,3.923157777217259,Deportes,Distribuidor
2020-06-09,1500.7207731608178,Norte,102.3141470404899,8.975612091810058,100.77901466991351,3.9345208157429945,Ropa,Online
2020-06-10,1402.1733989579343,Norte,102.31305337678708,9.017266209724822,111.72948424047203,3.93816800496899,Ropa,Online
2020-06-11,1457.32388709481,Norte,102.3959219392995,9.018011400828483,107.62623005790739,3.951283108670919,Electrónica,Marketplace
2020-06-12,1439.5107800357855,Norte,102.44361347093611,9.039534663718582,100.75993052300201,3.957494879850673,Libros,Tienda Física
2020-06-13,1378.6975465213955,Norte,102.46590874520838,9.10843693901282,108.29315233508201,3.9657022708613447,Electrónica,Online
2020-06-14,1316.446187345337,Norte,102.50616738473391,9.132144902485086,106.38666419135815,3.974013368068243,Ropa,Distribuidor
2020-06-15,1200.5981759155836,Norte,102.52129212583588,9.101094173564558,110.76795322224598,3.9811248062449067,Ropa,Tienda Física
2020-06-16,1289.6173114417365,Norte,102.48220273393886,9.090626315773209,107.50244561494235,3.9855955593288956,Electrónica,Online
2020-06-17,1163.271943013401,Norte,102.51455043982807,9.115741477669765,109.55569231729314,4.002749769935969,Alimentos,Tienda Física
2020-06-18,1529.5213374630296,Norte,102.44972265903561,9.108581633250642,106.63973008975,4.014624784292665,Deportes,Distribuidor
2020-06-19,1625.875678842497,Norte,102.45913769344794,9.056562692722022,105.76383230929085,4.031332429958824,Deportes,Marketplace
2020-06-20,1403.3337195112415,Norte,102.48518911265283,8.983705960817966,100.28692800528374,4.04289753390576,Libros,Tienda Física
2020-06-21,1424.921598306131,Norte,102.52066203147058,8.998917014339758,100.70721439773605,4.052449126112762,Hogar,Distribuidor
2020-06-22,1044.9882123849645,Norte,102.56664122094357,9.034479685894816,97.92260248925811,4.05611596590226,Libros,Marketplace
2020-06-23,1138.221923898643,Norte,102.57847022703453,9.037315407671345,103.81662169058868,4.060441747563419,Deportes,Tienda Física
2020-06-24,1148.0795211417326,Norte,102.5726591570344,9.031227657529616,104.2398354020864,4.063842537379887,Deportes,Tienda Física
2020-06-25,1145.5551217404784,Norte,102.5913166399617,9.025934713108159,99.4685786079812,4.074483976585183,Libros,Online
2020-06-26,1194.5214274311263,Norte,102.62644057722329,9.069599457385317,100.05513040043708,4.083794184498624,Ropa,Tienda Física
2020-06-27,1276.8340426373957,Norte,102.66228539762827,9.077862415798839,94.2996545608961,4.096385422394518,Libros,Distribuidor
2020-06-28,1044.7791835793369,Norte,102.67836195944027,9.09462180378602,107.25720108588916,4.092287213080693,Libros,Marketplace
2020-06-29,1205.8631650584687,Norte,102.73774434559279,9.069545972690955,97.8174246261832,4.098265113682233,Ropa,Tienda Física
2020-06-30,1268.7592184181628,Norte,102.70677579335495,9.051449396244362,99.6553647241423,4.10951448964682,Libros,Distribuidor
2020-07-01,1399.8107914785205,Norte,102.71559301762322,9.065759087593229,100.97093511334205,4.125721696955841,Electrónica,Tienda Física
2020-07-02,1286.5778843239486,Norte,102.7480131695396,9.033059048236767,100.45163924318264,4.131212493228587,Libros,Marketplace
2020-07-03,1450.6507002090896,Norte,102.77205463250145,9.006828094563188,96.89477833775443,4.139339357943545,Electrónica,Marketplace
2020-07-04,1301.3148906548445,Norte,102.81437019875567,8.990068053004451,100.06055916228992,4.150025367185661,Electrónica,Distribuidor
2020-07-05,1343.1837172857602,Norte,102.80984492898584,8.976336245181448,94.07914832333367,4.150890529800247,Deportes,Marketplace
2020-07-06,1133.452365086758,Norte,102.88292078477323,8.96799144485427,99.33347723837863,4.1565012382097315,Hogar,Online
2020-07-07,1229.454021233075,Norte,102.90418227281833,8.970606393584779,100.29365048822834,4.157614947701649,Electrónica,Tienda Física
2020-07-08,1379.9692641630545,Norte,102.90357699241132,8.991293752665001,95.89989967037658,4.168402209736264,Hogar,Online
2020-07-09,1356.4635644879415,Norte,102.94044712007212,8.97122418570649,97.31427762723101,4.172953494848574,Libros,Marketplace
2020-07-10,1475.7870782255225,Norte,103.0069327572087,8.920004952103286,95.64624890978571,4.179451707716182,Electrónica,Tienda Física
2020-07-11,1201.508769472234,Norte,103.0455171892221,8.908247621761122,92.955801477309,4.1877669678979785,Deportes,Distribuidor
2020-07-12,1218.1632974192164,Norte,103.06662422673008,8.886165401136603,107.14979144385049,4.193457990681125,Hogar,Marketplace
2020-07-13,1191.935066660844,Norte,103.09767915204078,8.874572527172214,95.65676412368173,4.207133902117978,Ropa,Marketplace
2020-07-14,1380.109957199399,Norte,103.14178229535048,8.860706321814014,99.44401302152018,4.204199551362455,Electrónica,Distribuidor
2020-07-15,1261.8026289967481,Norte,103.11697565123553,8.89143529975587,98.12315566562316,4.208592940744317,Electrónica,Online
2020-07-16,1280.2868443747038,Norte,103.07091284277091,8.894140021189367,92.69052077564075,4.21582580855167,Electrónica,Marketplace
2020-07-17,1274.9584235675968,Norte,103.12438504103791,8.927322210834639,90.48468871552024,4.222949392195419,Ropa,Tienda Física
2020-07-18,1184.7779474588806,Norte,103.06522654851344,8.925456076511523,97.36420251687878,4.23236176423415,Libros,Distribuidor
2020-07-19,1144.6913742290499,Norte,103.09205989864955,8.947195765007129,88.15025627053929,4.238946745652256,Libros,Tienda Física
2020-07-20,1151.5350023720114,Norte,103.12818953687349,9.002023323594523,88.87690395380642,4.254516092118336,Alimentos,Marketplace
2020-07-21,972.856460032882,Norte,103.16883476893562,8.984236545882412,99.18906412690474,4.255864744526682,Electrónica,Online
2020-07-22,1109.43567802928,Norte,103.17675556213469,8.991958298947514,103.43550409399303,4.267736474310936,Hogar,Online
2020-07-23,1198.0181259504063,Norte,103.23562964274946,8.968156542098487,102.08744428748702,4.27730313259248,Hogar,Tienda Física
2020-07-24,1202.98705690505,Norte,103.28517190899618,8.946029280552406,95.74028075689056,4.281443215082813,Deportes,Online
2020-07-25,1148.6751985336564,Norte,103.3039691672429,8.94613088724486,,4.280784787683592,Alimentos,Marketplace
2020-07-26,1003.3643990593956,Norte,103.27904454187605,8.97302971930173,91.80992316876518,4.282266238353677,Deportes,Distribuidor
2020-07-27,992.4212026438518,Norte,103.25653966098447,8.948437835272069,92.16399689656079,4.291650058367232,Libros,Online
2020-07-28,1206.0576352745647,Norte,103.20261077267782,8.919466291197919,88.75044001356927,4.299700067655217,Ropa,Marketplace
2020-07-29,1119.3289592164772,Norte,103.24841572666301,8.923357778060193,92.48643381905983,4.313470448996811,Deportes,Tienda Física
2020-07-30,1162.5886945735238,Norte,103.29947765379247,8.920949443188755,93.12570925189958,4.320134951743429,Libros,Marketplace
2020-07-31,1139.5479087070696,Norte,103.36933805035329,8.880353518190313,88.84069627043887,4.325950339327808,Deportes,Distribuidor
2020-08-01,1073.1958065170174,Norte,103.41836909455111,8.89529118494554,87.65766793024704,4.334988525006726,Deportes,Tienda Física
2020-08-02,1048.538624973729,Norte,103.47588566531527,8.879774713210743,86.63476033174294,4.33756043178107,Deportes,Marketplace
2020-08-03,1218.3533785021782,Norte,103.54328461195846,8.903942293148308,94.9729290325973,4.343214401766311,Libros,Distribuidor
2020-08-04,,Norte,103.57151239872388,8.910136436551928,83.46463177983642,4.348365899195949,Alimentos,Marketplace
2020-08-05,1355.318878831176,Norte,103.65359849464593,8.905989063116992,82.3979333718824,4.360345904060509,Deportes,Marketplace
2020-08-06,1373.0928390593642,Norte,103.71419508426077,8.904520332875569,83.93083080892146,4.365114732559062,Electrónica,Marketplace
2020-08-07,1352.4901256981316,Norte,103.78546010878233,8.892334877391551,92.01482034305715,4.372147496536582,Hogar,Distribuidor
2020-08-08,1311.9851132233894,Norte,103.8000627928615,8.897355700377839,85.0851572784326,4.370899582989919,Alimentos,Marketplace
2020-08-09,1209.2541632438247,Norte,103.86712018257272,8.90592853898191,89.34034639577737,4.3746879823817295,Libros,Online
2020-08-10,1128.7953546111733,Norte,103.87563911717524,8.926851194971613,90.21859405043328,4.378678949532347,Ropa,Tienda Física
2020-08-11,1400.8808593415279,Norte,103.83715108870479,8.936667244501598,87.83197969151725,4.388015139352175,Deportes,Distribuidor
2020-08-12,1112.6641713224808,Norte,103.86588935838918,8.904404241745569,94.09855147118398,4.397447179809141,Ropa,Distribuidor
2020-08-13,1203.2107474764748,Norte,103.91722159384582,8.900599755184082,83.03092739693138,4.402110602999577,Deportes,Online
2020-08-14,1269.0672403606459,Norte,103.91866551295563,8.906925925378848,82.4924287762291,4.406306376736322,Electrónica,Online
2020-08-15,1306.8119190314708,Norte,103.97754882742903,8.908478922382915,86.39237506798598,4.4116362349974825,Ropa,Marketplace
2020-08-16,1017.7788228218558,Norte,103.99637314008687,8.893736185677417,82.56309405463098,4.413026399036195,Electrónica,Online
2020-08-17,1087.1908368331083,Norte,104.01406496028869,8.88129327203233,83.88441653855806,4.426780084446658,Ropa,Tienda Física
2020-08-18,1051.8844054213457,Norte,104.01386222216507,8.866823890081546,78.43946188135644,4.427735730361505,Ropa,Online
2020-08-19,1142.3343999932088,Norte,104.09180349754561,8.863460499286994,88.14189142113975,4.435779412140733,Hogar,Marketplace
2020-08-20,1193.0244964455896,Norte,104.12871885520963,8.890601565132476,83.17608540901176,4.440335623015375,Hogar,Online
2020-08-21,1122.4925484278801,Norte,104.15525589365666,8.854257501653802,82.07052664864986,4.448130850301484,Hogar,Marketplace
2020-08-22,1100.216674366175,Norte,104.15491358250705,8.848343099317928,88.2935540977292,4.4616467085435465,Ropa,Distribuidor
2020-08-23,1064.1173443587616,Norte,104.18517799368394,8.866113136279942,92.6846743808451,4.469439032068822,Libros,Distribuidor
2020-08-24,1084.1242980530478,Norte,104.12599872417736,8.88192719220893,73.11874762525345,4.474305920333676,Hogar,Online
2020-08-25,1054.2115128397957,Norte,104.14982725736391,8.87102289622964,96.09686390144755,4.473660319198617,Libros,Distribuidor
2020-08-26,1122.2916711604346,Norte,104.15411780169563,8.864214337214493,75.90214107207825,4.477818060639277,Electrónica,Tienda Física
2020-08-27,1026.2608527442383,Norte,104.13953301880777,8.860815928974265,86.23299490142487,4.492578448721128,Hogar,Marketplace
2020-08-28,1153.4333565422733,Norte,104.13544437807363,8.853153380668651,92.7782927521423,4.495055286857128,Deportes,Marketplace
2020-08-29,1055.6204241173923,Norte,104.17160203761384,8.850561564003886,85.94894018916953,4.507169464475352,Deportes,Tienda Física
2020-08-30,1344.3763416851077,Norte,104.19083464440577,8.865296488032076,67.81796443068296,4.510120640461791,Ropa,Tienda Física
2020-08-31,1553.0627268831631,Norte,104.23266951337605,8.868767130363684,85.42658934949415,4.528767962527627,Hogar,Distribuidor
